|raw_number|content|negative|neutral|positive|compound
520|#521 (03/11/65)|A woman was on a cliff edge 50 feet high. She jumped, and I was afraid she'd get hurt, but she landed on a ledge a few feet below. I mused how I did not know consciously what she was going to do (jump onto the ledge or jump the 50 feet), but I knew subconsciously. |0.038|0.962|0.0|-0.296
521|#522 (03/12/65)|There were giants pushing me and some other people. |0.0|1.0|0.0|0.0
522|#523 (03/13/65)|I was aboard a small airplane. Later I was on a pass from a hospital with my mother. |0.0|0.939|0.061|0.0258
523|#524 (03/14/65)|A man approached me and said that he liked my body. Later my shoes were missing. |0.116|0.737|0.147|0.1531
524|#525 (03/15/65)|I was eating at a lunch counter with my mother. She complained to the waiter about something. He said that she sounds like she is mentally ill. |0.172|0.75|0.078|-0.4588
525|#526 (03/16/65)|I was taken for an operation, but I was not told what kind it would be. After the operation, I was told it was an appendix operation. |0.124|0.876|0.0|-0.5667
526|#527 (03/17/65)|I was released from a hospital. |0.0|1.0|0.0|0.0
527|#528 (03/18/65)|There was a flower growing in a pot of water. I poured some water into it, but I discovered that it was soapy water. A woman was angry at me for pouring soapy water in the pot. |0.109|0.858|0.033|-0.6249
528|#529 (03/19/65)|I was living in a room, but the landlady didn't like me, so I moved out. Later I was watching a play in a theater with my mother and sister. After the intermission, hardly anyone returned to the bleachers. |0.062|0.865|0.072|0.1116
529|#530 (03/20/65)|I was in an alley. Large cans were there. |0.0|1.0|0.0|0.0
530|#531 (03/21/65)|I was in a cafeteria. The food had improved. |0.0|0.721|0.279|0.4767
531|#532 (03/22/65)|I climbed into the attic of a big house through a window. I wanted to get something. My mother and sister were in a room downstairs. My sister was upset because I went into the attic. |0.069|0.931|0.0|-0.3818
532|#533 (03/23/65)|I had two consecutive dreams in which I was defecating. In the first a woman saw me and I felt embarrassed. |0.103|0.785|0.112|0.0516
533|#534 (03/23/65)|A man saw me and I was embarrassed again. In both dreams the feces was like a hard ball. |0.162|0.622|0.216|0.3182
534|#535 (03/24/65)|I was beginning a trip when I recalled that I'd forgotten to do something, so I went back and did it. |0.087|0.913|0.0|-0.2263
535|#536 (03/25/65)|I wanted to go swimming. I went through an entrance, but I did not get an opportunity to swim. |0.143|0.857|0.0|-0.4585
536|#537 (03/26/65)|There was a gold plated stand near me with gold plated medals and crepe and other things. I wondered who had given it to me. My mother came, but she did not answer me when I asked her if she had given it to me. She seemed to be very depressed. She went back outside. I did not know what to do with the stand. |0.071|0.929|0.0|-0.7086
537|#538 (03/27/65)|I wanted to get to an underground place. I had to sink through a noxious smelling fluid to get there. The openings were about 2 feet square. Someone else was sinking through a nearby opening. |0.0|1.0|0.0|0.0
538|#539 (03/28/65)|There was a doorway leading to a door upstairs. Later I wanted to go up there, but the stairs had been replaced by new stairs that did not reach the door. |0.036|0.964|0.0|-0.0286
539|#540 (03/29/65)|I was on a street after dark. I passed movie theaters. Famous stars were playing at a theater I passed, but I did not enter. Instead I went across the street where I met my sister, and we sat down together. |0.0|0.966|0.034|0.1027
540|#541 (03/30/65)|I was in a strange place. My aunt who is a nun (Sister Mary Jacqueline) appeared in the dream. I hardly recognized her, because her skin was so old-looking and stiff. After I left her, I had an agonizing feeling as I thought of myself getting old and looking like that. |0.096|0.8|0.104|-0.128
541|#542 (03/31/65)|There was a building, and a swimming pool in the courtyard. Flowers were growing. |0.0|0.884|0.116|0.1779
542|#543 (04/01/65)|I was looking for a new way to go to where I worked. I took a bus. I had to get off and transfer to another bus. When I got off the bus to transfer, strange buildings were all around. I went to a restroom to urinate. A woman who looked familiar told me. I was in the wrong restroom. I hurried to catch my bus. It was gone, so I decided to walk. I knew I was late. |0.06|0.94|0.0|-0.5994
543|#544 (04/02/65)|I met a slender, dark-haired woman about 20. She said she liked me and asked me to go to bed with her. |0.0|0.882|0.118|0.4215
544|#545 (04/03/65)|Camels were being trained. There was a beam of light, and they had to stoop down about 2 feet to pass below it. |0.0|1.0|0.0|0.0
545|#546 (04/03/65)|I was defecating an extremely large amount. It was long. |0.0|1.0|0.0|0.0
546|#547 (04/04/65)|I was applying for work at a printing plant. I told the man of my experience. |0.0|1.0|0.0|0.0
547|#548 (04/04/65)|I was arrested. I was carrying two guns. |0.307|0.693|0.0|-0.4767
548|#549 (04/05/65)|I climbed over a fence to get away from an institution. Several people outside the fence saw me, and I feared that they would tell on me. A little later I sat down, and a Chinese boy about 6 came and covered me with a blanket. I defecated under the blanket so he wouldn't see me. Then I looked for a way to get away from the institution. I looked for the railroad tracks. |0.042|0.958|0.0|-0.4939
549|#550 (04/06/65)|I was working on a printing press. I was having trouble. A woman was there. |0.162|0.838|0.0|-0.4019
550|#551 (04/07/65)|I was in a hospital. Some male patients walked past some female patients, and the women opened their dresses as they walked by. |0.0|1.0|0.0|0.0
551|#552 (04/08/65)|I saw a rock about 2 inches in a diameter move. Then I saw a large spider under the rock, about an inch long. Later I saw some animals. |0.0|1.0|0.0|0.0
552|#553 (04/09/65)|I was looking up girls' dresses to see their thighs. A little girl was nearby, and I started to go to her, but a nun was standing next to her, so I didn't go. |0.0|1.0|0.0|0.0
553|#554 (04/10/65)|I was near a swimming pool. Later I was in a hospital, and I rode up an elevator. I came to a door that led outside and I inhaled the air and thought how wonderful it would be to be free again. But I did not go outside. |0.0|0.911|0.089|0.5423
554|#555 (04/11/65)|I was walking past some private homes. |0.0|1.0|0.0|0.0
555|#556 (04/12/65)|I saw some animals. I left them and went up a street. Long cables were strung across the street. Buildings about 20 stories were on either side. But they all seemed to be slanting forward at the top. It looked as though there had been an earthquake, except that it looked unreal because all the buildings slanted the same way as though they had been built that way, and everything on the street below looked normal. There was no damage anywhere. Later I was told that the buildings were going to be razed. A man told me not to pick up some nearby stones, because they were copper. A woman came and told me the man had said she as 15/10 (sic) which he said is a good height. |0.0|0.93|0.07|0.8588
556|#557 (04/13/65)|I was in an amusement park. The pool was empty. I did not have subway fare, so I walked. |0.085|0.798|0.117|0.1779
557|#558 (04/14/65)|I was walking on a street, and I saw a woman who knew me when I had gotten into trouble with the police. I ducked out of sight. The block I was on was the one where I had been arrested. |0.186|0.814|0.0|-0.8271
558|#559 (04/15/65)|"A patient named Young -- from a former ward -- appeared in this dream. He put his hand on my buttocks, and I said, ""No, don't do that."" A little later he was sitting alone looking very depressed. Then a young patient came (this dream took place in a hospital), and he became violent, and the officers treated him by poking 3 holes on each side of his head just behind the ears, and one behind the other. They used their fingernails to make the holes. "|0.098|0.823|0.079|-0.4201
559|#560 (04/16/65)|I was in a narrow building. There was a mix-up about some letters. I was waiting for a letter from my aunt, who is a nun, to clear up the matter. |0.0|0.887|0.113|0.4019
560|#561 (04/17/65)|"I was sleeping in a dormitory with two patients in beds next to me. A patient holding a knife came and said he saw them having a sex affair. He attacked them saying they'd ""get this, now."" The patient with the knife resembled a patient on a former ward whom I had seen having sex affairs with other patients. His name is Carpenter.) "|0.046|0.954|0.0|-0.4588
561|#562 (04/17/65)|I'd just had an experience in an airplane, and I was telling an officer on a former ward (Mr. Thom) about it. |0.0|1.0|0.0|0.0
562|#563 (04/18/65)|A patient resembling a new patient on the ward appeared in this dream, and hugged me from behind. I had an erotic sensation when I felt his organ against my body. He has red hair. |0.0|0.87|0.13|0.6059
563|#564 (04/18/65)|I was working on washing machines. I had to get a bundle of clothing to a place at a certain time. Later I was riding on a street car. When I noticed a strange street, I realized I was on the wrong street car. I went under a street car track that was elevated and I asked a lady selling cupcakes the price of them, but they were too expensive, so I turned to leave. But I was caught between the counter and the rail. I finally freed myself. I wondered how many people could fit in there. |0.045|0.875|0.079|0.6808
